index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName;;;;;;;;;;;;
"40163,5.0,46634,14338,Chiostro,Herbed / Spiced Beer,4.0,4.0,4.0,4.0,4.0,""Pours a clouded gold with a thin white head. Nose is quite floral with a larger amount of spices added. Definitely a spice forward fragrance. Flavor has an odd burn that hits on the first sip. After it fades it seems like a dirty vanilla aftertaste. Perhaps this is the absinthe? Regardless of that, I get a quite spiced tone on the tongue. Almost feel a little heat from it. I think that my inexperienced palate on these spices is contributing to my ignorance of what precisely they are. Overall a nice drinker indeed."",""{'min': 38, 'hour': 3, 'mday': 16, 'sec': 10, 'year': 2008, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 351}"",1229398690,,,,,RblWthACoz";;;;;;;;;;;;
"8135,11.0,3003,395,Bearded Pat's Barleywine,American Barleywine,4.0,3.5,3.5,3.5,3.0,""12oz bottle into 8oz snifter.		Deep ruby red hue with a one finger light tan head that settles to a thin rim along the glass.		Sharp piercing hops with some light hard candy in the background. 		The hops provide some bitterness, but they aren't as sharp as I would have expected. Mostly a light candy flavor like in the aroma. Full bodied with good carbonation. The finish is some lingering sweet flavor with a bit of bitterness.		A very sweet barleywine with a weird hard candy flavor that seemed to dominate. Not bad, but I would have liked a little more complexity."",""{'min': 38, 'hour': 23, 'mday': 8, 'sec': 58, 'year': 2008, 'wday': 4, 'mon': 8, 'isdst': 0, 'yday': 221}"",1218238738,,,,,BeerSox";;;;;;;;;;;;
"10529,4.7,961,365,Naughty Nellie's Ale,American Pale Ale (APA),3.5,4.0,3.5,3.5,3.5,""First enjoyed at the brewpub about 2 years ago, I finally managed to get a bottle.	Slightly hazy orange-amber topped with a two finger foamy white head.	Very nice fruity aroma, soft and floral, tea and toast.	Fruity, slightly grapefruity hop note, toast and biscuity malt balance. Hoppier and more floral when it warms up.	Light-medium bodied, liked it better on draft but still a solid beer."",""{'min': 7, 'hour': 18, 'mday': 26, 'sec': 2, 'year': 2004, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 331}"",1101492422,,,,Male,mschofield";;;;;;;;;;;;
"44610,4.4,429,1,Pilsner Urquell,Czech Pilsener,3.0,3.0,2.5,3.0,3.0,""First thing I noticed after pouring from green bottle to glass was the skunky smell. Overpowering. Lacing was minimal and faded quickly. Bottle had exp date and was still within freshness date. 		Taste was like drinking a milwaukee's best with some skunk. Just couldn't get over the skunky smell to finish my second bottle. Almost $10 a sixer, I would have been better off getting Bud Light."",""{'min': 7, 'hour': 1, 'mday': 20, 'sec': 5, 'year': 2011, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 171}"",1308532025,1209827047.0,""Aug 10, 1976"",208508400.0,Male,molegar76";;;;;;;;;;;;
"37062,4.4,4904,1417,Black Sheep Ale (Special),English Pale Ale,4.0,3.0,3.0,3.5,2.5,""A: pours an amber with a one finger head but only with a very strong pour, head recedes to a light layer of foam with some large bubbles and good lacing	S: sweet caramel and bread from the English malts comes through, some mild fruityness on the back end	T: not a lot of complexity with this for me. I didn't expect much considering the style but it's just bland and lacking more bready layers	M/D: more carbonated than I would have wanted. I would expect this to be much better on cask"",""{'min': 51, 'hour': 6, 'mday': 12, 'sec': 48, 'year': 2011, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 71}"",1299912708,,,,,Brewbro000";;;;;;;;;;;;
"14095,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.5,""served in a snifter";" on-tap at CBC.		color is the typical imperial stout used motor oil black";" impenetrable. by the time the beer arrived at our table the had had receded into a collar around the glass.		noses offers ample amounts of roastiness, chocolate, molasses and dark fruits, also an atypical tartness to it. not picking up much in the way of bourbon.		flavor imparts more of the same: big notes of roasted malt with chocolate and molasses not far behind, also some dark fruit characters to it and a very distinct and unusual tartness, which adds almost a distinctive flair. more bourbon than i picked up in the aroma but still a subtle presence on that front. medium-full on the palate with average carbonation.		overall a tasty and interesting beer. i like the unique element that the tartness bring";" could use a bigger bourbon presence though. also priced very reasonably at $5.50 a glass."",""{'min': 16, 'hour': 1, 'mday': 20, 'sec': 9, 'year': 2011, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 354}"",1324343769,,,,,perrymarcus";;;;;;;;;
"30763,10.8,59966,1199,Founders Kaiser Curmudgeon,Old Ale,3.0,4.0,4.0,4.0,4.5,""Draft pour at the Rattle n Hum, served in an 12oz tall thin glass.		Kaiser Curmudgeon occupies somewhere between burnt orange and mahogany in the color spectrum. There's a bit of bone tinted foam sitting on top of the beer, but once it fades it leaves no evidence that it was there. The nose is sugar syrupy sweet, a pretty even split between caramel and maple syrup. The flavor adds a biscuity malt presence to the mix, but those caramel and maple notes still carry the beer for the most part. Despite all that, the beer stops short of coming across as cloying. The body has as rich and full a body as I'd expect from a beer that for all intents and purposes is 100% malt drive. The carbonation is enough to keep the beer from turning into something more suited to topping pancakes or waffles. It's a credit to Founder's skill and creativity that they can brew two beers (this and Black Biscuit) that are in the same style yet incredibly distinct and delicious."",""{'min': 20, 'hour': 2, 'mday': 31, 'sec': 50, 'year': 2011, 'wday': 1, 'mon': 5, 'isdst': 0, 'yday': 151}"",1306808450,872089447.0,""Apr 24, 1987"",546246000.0,Male,axeman9182";;;;;;;;;;;;
"17265,10.2,35036,1199,Founders Backwoods Bastard,Scotch Ale / Wee Heavy,4.0,4.0,4.0,3.5,4.0,""On draft at Rustico:		Pours a dark brown color w/ a one finger cocoa head that quickly disappears. Good carbonation, and somewhat weak lacing on the glass. Smell is oak, vanilla, malt, alcohol. A little on the thin side for me- and warming doesn't help much. Not as complex as I would think for a beer w/ this pedigree. Taste is the same- good, but not great. Something's missing here. It just doesn't have the depth of flavor or complexity that I would expect from a Founder's brew. Still, it's good. Mouthfeel is a disappointment. Very thin and carbonated feel. Too thin to be honest. Overall, this is a decent brew, but fell short of what I had hoped for."",""{'min': 48, 'hour': 0, 'mday': 14, 'sec': 18, 'year': 2011, 'wday': 4, 'mon': 10, 'isdst': 0, 'yday': 287}"",1318553298,,,,,jayhawk73";;;;;;;;;;;;
"29592,7.2,5441,1199,Founders Centennial IPA,American IPA,4.5,4.5,5.0,4.5,4.5,""Purchased at Eagle River Liquor in Fulton, Illnois: The best beer store no one shops at. 		Excellent pint glass pour sticky honey orange with a gigantic, retentive head that laces and laces and oh my goodness it is so pretty.		Smells of big, layered hops. Orange, grapefruit, fresh flowers, dried roses, and brown sugar. Wonderful!		The nose comes through perfectly in the taste! Starts with a bittersweet, floral hop, that moves into the more bitter and sour citrus and grape fruit middle and segues almost perfectly into a strong brown sugar caramel malt. The balance is damn near perfect.		Yet another excellent beer from the folks at Founder's. The perfect balance makes this one of the easiest-drinking IPAs I've ever come across."",""{'min': 13, 'hour': 23, 'mday': 23, 'sec': 10, 'year': 2006, 'wday': 6, 'mon': 7, 'isdst': 0, 'yday': 204}"",1153696390,,,,Male,mynie";;;;;;;;;;;;
"22844,9.2,25852,1199,Founders Blushing Monk,Belgian Strong Pale Ale,3.5,3.5,4.0,3.5,4.0,""Poured a deep dark red with a light pink inch of head, the head didn't last long leaving a pink soap ring around the top.		The smell is all fresh raspberries, lightly tart and lightly sweet.		The flavors are all fruit, big raspberry flavors, a nice tart fruit flavor with a light lingering fruity sweetness. Has some nice dark tannins as well as a light bit of nuttiness.		The mouthfeel is light and dry with a crisp tartness.		A nice fruit beer, very real, not that fake fruit extract that is typically found in most fruit beers."",""{'min': 5, 'hour': 0, 'mday': 11, 'sec': 8, 'year': 2011, 'wday': 1, 'mon': 10, 'isdst': 0, 'yday': 284}"",1318291508,1263823447.0,""Nov 24, 1974"",154512000.0,Male,bashiba";;;;;;;;;;;;
"47823,7.0,9906,394,Stoudt's Blonde Double MaiBock,Maibock / Helles Bock,4.0,4.0,4.0,3.5,3.5,""This seasonal beer was picked up in 12 oz. bottles at Bullocks on Sandy Plains Road. Once opened and poured into a goblet, the beer looked very clear, and possessed an attractive deep golden color. The head formed to one finger thick at first, but died down to a bubble collar soon. The carbonation visible in the body was on the light side, with slowly rising streamers of small bubbles.		The foremost aroma was that of restrained noble hops with a grassy and spicy character. Deeper inhalation revealed the underlying malt sweetness as well as provided hints of perfumey alcohol within. Taste was similarly layered, with a good deal of balance between the flavors. There was a little bit of corn like graininess here (or it may have been the residual honey), but it fit in well with the sweet malt. The smoothness imparted by lager strain of yeast was evident in the soft mouthfeel. The carbonation was bit stinging in the aftertaste, until it gave way to salty warmth.		Maibock is not a style I have come across frequently, so I cant speak for the faithfulness of this beer to the claimed style. On its own merit, I found it to be an enjoyable strong lager."",""{'min': 22, 'hour': 6, 'mday': 23, 'sec': 29, 'year': 2006, 'wday': 3, 'mon': 3, 'isdst': 0, 'yday': 82}"",1143094949,1531062247.0,""Jun 6, 1966"",-112726800.0,,rajendra82";;;;;;;;;;;;
"1725,4.8,19558,850,Wild Wacky Wit,Witbier,4.0,5.0,4.0,3.5,4.5,""Had on tap at the brewpub. Poured a hazy very pale yellow. The aroma is amazing- a wonderfully fresh coriander and thyme smell with underlying lemon. Unusual and very interesting. The taste is very nice- predominantly refreshing lemon, but with haunting notes of that same coriander and thyme found on the nose. The mouthfeel is very carbobated and a little thin, but refreshing. Very drinkable, but with a little work this one could achieve greatness."",""{'min': 38, 'hour': 21, 'mday': 2, 'sec': 17, 'year': 2007, 'wday': 1, 'mon': 1, 'isdst': 0, 'yday': 2}"",1167773897,,,,,Georgiabeer";;;;;;;;;;;;
"26316,6.6,16074,1199,Founders Red's Rye PA,Rye Beer,4.0,4.0,4.5,4.0,4.5,""It pours a slightly hazy new-penny copper with orange highlights. A finger of pithy light tan head sinks to patchy surface foam. Chains of lacing link up along the inside of the glass. 		In the aroma, the grain is a mix of caramel malt and deli rye, both sweet and savory. The hops are pulpy and notable with orange and grapefruit. Fruit and flower hint mildly as well. 		Upon tasting, the grain is simply sumptuous, again with sweet caramel and earthy, savory rye. The hops pop up and squirt orange, pine, and dusty dry grapefruit. Rye re-asserts with a tangy note that leads into a conforming, lightly baked biscuit toasty touch. The finish is a gradually building crisp bitterness that lingers in a very dry way. It has a very fetching balance of sass and pertinence, damn near the best of both worlds. 		Light to medium bodied, it flows easily, moving along and closing with a gutsy, softly biting glow. 		As much as I enjoy good deli rye bread, this is indeed the finest use of the grain. The sharp tang joins the glassy hops to blend into a very refreshing and graciously drinkable quench-fest. The long finish keeps the rye on the palate, just the quality you want if your goal is to really enjoy this beer. Simply said, this is a do over, and over, and over, and..."",""{'min': 33, 'hour': 21, 'mday': 9, 'sec': 38, 'year': 2008, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 161}"",1213047218,,,,,Foxman";;;;;;;;;;;;
"8299,8.5,29687,395,Jefferson's Reserve Bourbon Barrel Stout,American Double / Imperial Stout,4.0,4.5,4.5,4.0,4.5,""black as night with a light tan head of maybe an inch and a half across the top. This faded down to about a quarter inch but never got any lower then that. Lots of side glass lacing all over the sides as it went down. The aroma was a touch boozy, with tons of chocolate and roasted malts coming through. Almost a licorice like smell as it warms, incredible. As I take my first sip I am floored, rich vanilla and cocoa taste with a large dose of roasted malts. Tons of flavor here, with bourbon notes really coming through on this one. I am literally drooling as I write this that I dont have any left. The finish was soo smooth, and chocolate filled, it was a dessert beer to the extreme."",""{'min': 42, 'hour': 0, 'mday': 26, 'sec': 23, 'year': 2011, 'wday': 0, 'mon': 9, 'isdst': 0, 'yday': 269}"",1316997743,,,,,mikesgroove";;;;;;;;;;;;
"48441,5.4,5411,394,Stoudts Pils,German Pilsener,3.0,3.5,5.0,3.5,4.0,""This pils poured a light straw color with a decent head. The smell was typical for a pils a little spice some bread mineral smell from the type of water they use. The taste was surprising good the appearance and smell were average, and the taste came out of no where. Nice citrus and spice from the floral hops with a touch of bread in the finish. Typical mouthfeel nothing to write home about. Very drinkable, you can drink this one all day long. The only negative about this beer is the price, Stoudt's thinks far too much of themselves."",""{'min': 4, 'hour': 1, 'mday': 6, 'sec': 50, 'year': 2008, 'wday': 6, 'mon': 7, 'isdst': 0, 'yday': 188}"",1215306290,,,,,thechamp";;;;;;;;;;;;
"6212,5.5,48521,21516,Kirkland Signature German Style Lager,MÃ¤rzen / Oktoberfest,3.5,3.0,3.0,2.5,2.5,""12 oz bottle into a becker.		A: Crystal clear dark gold/honey color with a modest off-white foamy head.		S: Breaded malts dominate";" hops are rather muted. Clean lager aroma.		T: The breaded malts are again most forcefully present intially, although it finishes somewhat dry. German hops are a little more pronounced than in the nose, but still rather diminished.		M: Medium bodied with a creamy texture. Minimal carbonation, which was somewhat surprising.		D: This is a decent stab at a Mrzen, but it's just missing too much. It's not offensive";" I just probably won't be coming back for any more."",""{'min': 52, 'hour': 2, 'mday': 10, 'sec': 59, 'year': 2010, 'wday': 0, 'mon': 5, 'isdst': 0, 'yday': 130}"",1273459979,,,,,NeutroMan";;;;;;;;;;
"39017,7.5,1554,568,Okocim Mocne,Euro Strong Lager,3.5,2.0,2.0,2.5,2.0,""Pours a clear pale yellow color with a small white head that does a decent job sticking to the sides of the glass. Smell is faint with some slight grain and hop aromas and an unpleasant metallic twang. The alcohol is pretty evident in the nose as well. The taste is sweet malt and once again an offensive almost metallic taste in the finish. The alcohol also makes it's presence felt in the taste. Overall, I am surprised with how bad this beer is considering it is coming from Okocim who make a really nice porter. I don't think I will waste my time on this again."",""{'min': 50, 'hour': 2, 'mday': 18, 'sec': 13, 'year': 2006, 'wday': 2, 'mon': 10, 'isdst': 0, 'yday': 291}"",1161139813,,,,Male,cjgator3";;;;;;;;;;;;
"48725,7.0,3619,394,Stoudt's Holiday Reserve,Doppelbock,3.5,3.5,3.5,3.5,3.0,""Winter 2002/2003 Bottle: Dark ruby/amber with a medium light beige head. Aroma is lightly spiced and malty. Flavor is not as spicy as many holiday brews. This brew is mostly on the malt side with some hops and spice, but neither in great quantity. On the scale of most holiday brews I have tried this is on the mild side but it was better than average."",""{'min': 15, 'hour': 8, 'mday': 11, 'sec': 18, 'year': 2003, 'wday': 1, 'mon': 2, 'isdst': 0, 'yday': 42}"",1044951318,,,,,Dogbrick";;;;;;;;;;;;
"44447,4.4,429,1,Pilsner Urquell,Czech Pilsener,3.0,4.0,3.0,4.0,3.5,""Poured from 12 oz bottle into pilsner glass.		A - Pale yellow with small 1/4 - 1/2 inch head that recedes quickly. Minimal lacing.		S - Grassy, earthy, spicy hops";" very fragrant. Some slightly detectable malt.		T - Faint light malt starts off, slightly sweet, and then moves into the spicy hops. The complexity lies in the hops. A whole range of tastes from grass, earth, a sort of onion-like character, and finishing with a floral note. Finish is somewhat metallic and waaay too bitter.		M - Fizzy and light. Wonderful accent with the hops.		D - The lightness initially makes me think this would be easy to drink, but the high carbonation is quite filling, and the ungodly bitterness really does this brew in. Could have a few, but wouldn't."",""{'min': 34, 'hour': 3, 'mday': 21, 'sec': 9, 'year': 2008, 'wday': 2, 'mon': 5, 'isdst': 0, 'yday': 142}"",1211340849,,,,,PatrickJR";;;;;;;;;;;
"45935,4.0,10265,3351,Carling,Euro Pale Lager,4.0,4.0,3.0,4.0,3.0,""It pours a yellow-gold with a substantial white head. The smell is pretty good considering that it's significantly cheaper than a Dr. Pepper. It smells sort of like a better American adjunct, so nothing respectable or noteworthy, but definitely not bad.	The taste is very unremarkable. But also very inoffensive (as I find some euro pales to be. Read Heineken). It just tastes like wet grain with very little flavour, enough hops to balance (which luckily doesn't take much) and a little bit metallic, but it's not bothering me. It'd say this is pretty average."",""{'min': 12, 'hour': 19, 'mday': 1, 'sec': 53, 'year': 2012, 'wday': 6, 'mon': 1, 'isdst': 0, 'yday': 1}"",1325445173,,,,,ElCommodoro";;;;;;;;;;;;
"3765,6.8,33624,14879,Hoppin' To Heaven IPA,American IPA,4.0,4.0,3.0,3.5,3.0,""Steady gold pour with frothy 2-finger light airy cream head. Good retention. Nice, thick lace.		Floral hops with citrus underneath come out in the nose. Orange-tangerine understate strong floral tones.		Light up front. Gets very tart, almost sour, in the finish. Hop burn comes in very late, but sourness really overcomes the hops here. Not what I was anticipating at all.		Cream body with a strong fizz in the end.		One and done on this one."",""{'min': 44, 'hour': 0, 'mday': 13, 'sec': 15, 'year': 2010, 'wday': 1, 'mon': 7, 'isdst': 0, 'yday': 194}"",1278981855,,,,,beer2day";;;;;;;;;;;;
"49728,9.0,20539,394,Stoudt's Fat Dog (Imperial Oatmeal Stout),American Double / Imperial Stout,4.0,4.0,3.5,3.5,4.0,""Appearance: Black like midnight body, small tan head leaves decent lacing.		Smell: Lot of chocolate up from followed by roasted malts. There's some coffee in there too.		Taste: Yup, all 3 of the above. This is a very sweet imperial stout. I wish there was more of an oat taste to it, but its still good anyway.		Drinkability: A few of these are good for me. They are delicious but very filling and the alcohol doesn't hold back."",""{'min': 27, 'hour': 3, 'mday': 10, 'sec': 10, 'year': 2010, 'wday': 2, 'mon': 2, 'isdst': 0, 'yday': 41}"",1265772430,850313047.0,""Jan 1, 1988"",568022400.0,Male,travduke";;;;;;;;;;;;
"32157,11.2,19960,1199,Founders KBS (Kentucky Breakfast Stout),American Double / Imperial Stout,5.0,4.0,4.5,5.0,4.5,""Poured into my trusty Unibroue tulip glass in the low 40's. 		Black. Thin chocolate milk head with irregularly sized bubbles - larger ones toward the side of the glass. 		Aroma is mostly coffee grinds with a punch from either bourbon or alcohol or perhaps the combination of both. 		Follow up sniffing reveals a bit more roasted malt and some chocolate. 		First sip. Damn it's good. Thick, full, and chewy and incredibly well balanced. For 10% there is a moderate touch of heat on the finish. Nothing major and a great reason to taste this over time. 		Exceptional mouthfeel (5) - in fact, on it's own, this stands as an incredibly noteworthy beer for this aspect.		This is the fourth time I've had this beer in the past year and I'm consistent impressed (including nitro tap at the brewery)."",""{'min': 30, 'hour': 2, 'mday': 1, 'sec': 48, 'year': 2009, 'wday': 2, 'mon': 4, 'isdst': 0, 'yday': 91}"",1238553048,,,,,Yetiman420";;;;;;;;;;;;
"5531,7.6,33662,14879,Bodacious Black & Tan,Black & Tan,4.5,2.0,3.5,3.5,3.5,""V.06	Nice dark amber body, with head that fades rather quickly. Minor lacing.	Smell? I swear, it doesn't have one.	Taste is borderline innocuous, much like the aroma. Bitters from the IPA, and the trace of BORIS (BORIS Rocks!, by the way) in the background.	The whole package can be summed up by saying it's very weak/thin, and middle-of-the-road. No muscle or assertiveness to be found here. It's much too balanced. It's far from bad, but just as far from awesome. Can you drink it regularly? Absolutely. If it were cheaper.	It is my opinion that batch-mixed B&T's just don't do any justice for all parties involved."",""{'min': 7, 'hour': 2, 'mday': 11, 'sec': 26, 'year': 2007, 'wday': 3, 'mon': 1, 'isdst': 0, 'yday': 11}"",1168481246,,,,,scott";;;;;;;;;;;;
"42156,8.0,54731,263,Aecht Schlenkerla Eiche,Doppelbock,4.0,4.0,3.5,3.5,4.0,""Served in a stemmed stange...or something like that from Durty Nellies in Palatine.		This beer was served a clear amber color with a decent ecru foam on the surface that was inviting. The nose is almost totally of smoke with bit of caramel in the background. The flavor has a bit of dryer smoke that has a slightly soured finish to it. The flavors are caramel like in nature beyond the smoke, but it's mostly smoke. The mouthfeel is a little on the acidic side, drinkability depended for me, it was hard to drink just by itself, but when paired with grilled foods it was wonderful. So I leave it at that. A nice beer overall."",""{'min': 40, 'hour': 21, 'mday': 21, 'sec': 47, 'year': 2011, 'wday': 4, 'mon': 1, 'isdst': 0, 'yday': 21}"",1295646047,,,,,Vdubb86";;;;;;;;;;;;
"6902,9.2,57172,22167,The Worthy Adversary,American Double / Imperial Stout,4.5,3.5,4.0,3.5,3.5,""Fulton's Worthy Adversary was the cask of the moment at the Groveland Tap in St. Paul, MN. I love sampling cask beers, and I looked forward to giving the Adversary a try. I was not disappointed. 		Appearance: The cask was served in a 16 oz. glass. The color was dark and dense, just right for a Russian Imperial Stout. It was topped with about a finger width of tan foam.		Smell: The aroma was filled with chocolate and cherry notes and a slight hint of coffee.		Taste: It had a strong roasted flavor, quite sweet, and very light on the hops. I also detected a tad bit of chocolate on the first couple sips. The chocolate flavor seemed to be more apparent the more I drank. The high alcohol content (9.2%) was evident. 		Mouthfeel: Creamy mouthfeel, almost a tad syrupy.		Drinkability: A pleasant cask experience, although it was a little too sweet for my taste. It would probably make a great dessert beer. I can even imagine an ice cream float prepared with the Worthy Adversary. Yum!"",""{'min': 22, 'hour': 19, 'mday': 25, 'sec': 12, 'year': 2011, 'wday': 4, 'mon': 2, 'isdst': 0, 'yday': 56}"",1298661732,,,,,sonata2008";;;;;;;;;;;;
"10656,9.0,34590,365,Monk's Uncle Tripel,Tripel,3.0,4.0,4.0,4.0,4.0,""A: Pale golden amber. Slightly Hazy with some nice off white head which seems to really be hanging around. 		S: Sweet at first, perhaps a little orange peel. A bit of spice and maybe clove. Fruity with a hint of yeast.		T: Yeasty at first. Berries come in next with a touch of spice, and something in the back that I can't quite figure out. Perhaps just a little clove in the finish. There is the slightest hint of booze in this, but it is fairly well hidden. 		M: Very highly carbonated with a medium body. There is a little bit of a coating that lingers for a little bit. 		D: Tasty. Not the best tripel that I have ever had, but very drinkable. And at 4-5 bucks for a 9% Bomber it's a great deal."",""{'min': 17, 'hour': 2, 'mday': 25, 'sec': 8, 'year': 2010, 'wday': 4, 'mon': 6, 'isdst': 0, 'yday': 176}"",1277432228,,,,,Beejay";;;;;;;;;;;;
